message,sentiment,interactionRate,pageName,likes,comments,shares,type,createTime
"Clean up your mess! Open 4-7pm today, On Tap:
Flagship Cream Ale
Flying Jenny Extra Pale Ale
Leaning Chimney Smoked Porter
Chalkboard Series: Black Mast Stout
Pour Judgement IPA
Great Ketch IPL
Captain's Daughter DIPA
#drinklocal #supportlocal #craftbeer #drinkwesterlybeer #401craftfamily",0,0.1346,Grey Sail Brewing of Rhode Island,7,1,0,Photo,03/31/2016 15:24:33
"ON TAP TONIGHT: Stop by New City Brewery between 6-9PM to catch powerhouse vocalist Evelyn Harris and saxophonist Dann Friedman, sitting in with the Franz Robert Trio. Free and open to all ages!

More at http://brewmastersjazz.com",0,0.0424,New City Brewery,1,0,0,Link,03/31/2016 15:21:37
"Be sure to check out the Sea Level Singer Songwriter Festival this weekend at the Roper Center in Norfolk! After that, swing by the brewery for a pint of our new beer, Goat Locker Breakfast Stout! Show us your ticket to the festival and we will discount your first pint! Cheers!",0,0.075,Young Veterans Brewing Company,6,1,3,Photo,03/31/2016 15:14:02
See you on NBC 10 tonight at 6 or 615.  (Not sure which yet),1,4.2649,Proclamation Ale Company,141,16,4,Status,03/31/2016 15:13:08
"Hello Friends, sorry I'm late- here's the tap list for today:
Sea Hag IPA, Supernaut IPA, GBot DIPA, 668 Belgian Golden Ale, Coffee Breath Imperial Coffee Stout and Coup Beans Coffee Oatmeal Stout.",0,0.3331,New England Brewing Co.,59,6,1,Status,03/31/2016 15:01:36
Game night is so much better with beer ... at the brewery!,0,0.2622,Black Bear Brewing Co.,5,0,0,Photo,03/31/2016 15:00:01
"Another beautiful day !
BLDG8 is open thurs & fri
From 3 until 7
Stop by for fresh, local, ipa!",0,0.3416,Building 8 Brewing / BLDG8 Brewing,6,1,1,Photo,03/31/2016 14:59:13
,0,0.0594,Lord Hobo Brewing Co,4,0,0,Event,03/31/2016 14:49:13
,0,0.0148,Lord Hobo Brewing Co,1,0,0,Event,03/31/2016 14:40:27
"Who's ready for trivia tonight? We have a pretty stellar tap list right now and a fresh keg of Brevet IPA ready to rock. Get on down here, quiz starts at 7! And don't forget to like the Geeks Who Drink at 3cross Brewing Company page for regular quiz related updates and special prizes from Quizmaster Julia!",0,0.1211,3cross Brewing Co.,3,0,0,Video,03/31/2016 14:38:35
,0,0.0148,Lord Hobo Brewing Co,1,0,0,Event,03/31/2016 14:33:05
This weekend is your last shot at Winter Wonderham- and it's on sale! Remy's and Tuckin are very low too.. Get in here- it's a beautiful day for a beer! #nhbeer,1,0.9494,Rockingham Brewing Company,14,0,1,Photo,03/31/2016 14:23:39
"Upcoming Tap Takeovers! 

4/7 189 Sports Cafe Danbury 
Tap Takeover! 

4/11 Three Sheets New Haven
Featuring a Mexican Hot Cocoa Stout Cask with ghost peppers and cocoa nibs. 

4/22 Pies and Pints Pizzeria
 Middlebury 
Earth Day Pint Night! 
Featuring a Brown Ale Cask wit coconut and vanilla!",0,0.3933,DuVig Brewing Company,5,1,2,Status,03/31/2016 14:16:45
Thirsty Thursday!  Hoppy Hour All Day!!!  Today's special is a Tuna Sandwich with a side of chicken noodle soup.  Pair it up with a newly tapped Chinook IPA...CHEERS!!!,0,0.0453,"BricktownE Brewing Company ""The Barrel House""",1,0,0,Photo,03/31/2016 14:16:39
"Introducing Lazarette Double Citra IPA! The third rare and limited offering in our new #StoneandSteel Series. Bottle openers by Iron Mountain Forge & Furniture.

Only available starting at our #LaunchParty on April 7th! Bottle Reserve Tickets are going quickly so get them while you can. http://bit.ly/1UCu2GE",1,1.5806,Whaler's Brewing Company,48,3,16,Photo,03/31/2016 13:55:00
Alright folks here we go. We made it to the final round! Lets take this thing home. Vote for Burn the Ships!,1,0.5567,Able Ebenezer Brewing Company,23,10,11,Link,03/31/2016 13:43:56
Coming soon...,0,0.1576,Switchback Brewing Company,34,3,3,Photo,03/31/2016 13:34:23
"So you've probably heard that there are anonymously-written, threatening letters being sent to RI breweries? Our good friends at Proclamation Ale have drafted a reply that we have attached below. Crooked Current Brewery believes this reply explains why so many breweries in RI have little to no presence outside of their own four walls. CCB also believes that when the laws change, RI will see a supernova of beer production. That rising tide will then easily lift ALL boats (i.e. retailers, distributors, etc). It's unfortunate that so many stakeholders miss this critical aspect of the equation and only contribute to the stagnation of the brewing industry in RI at their own peril. CCB would love nothing more than to have cans of our Hawaiian Robust Porter or Oatmeal Raisin Stout on the shelf of your local retailer to include the anonymous author of this letter, but until we are allowed to grow through conventional methods available throughout the rest of the country, we will almost all be f",1,3.1235,Crooked Current Brewery,53,1,10,Link,03/31/2016 13:28:15
"Open 3-7pm tonight! UNLESS, you'd like to stay and Check out LIZ  FOHL live at 7pm. Absolutely amazing Singer/Songwriter on tour from Hollyweird. If you didn't get a ticket, you can grab one at the door! 
https://www.facebook.com/events/988582271177591/",0,0.2005,SoMe Brewing Company,8,1,0,Event,03/31/2016 13:25:05
To her future adopters-- Missy will always be welcome in our taproom!,0,0.1266,Rockingham Brewing Company,2,0,0,Photo,03/31/2016 13:20:59
Call now to reserve your tickets! It's gonna be a blast!,0,0.0323,Thomas Hooker Brewery,2,0,1,Photo,03/31/2016 13:18:07
"It's 106 miles to Rangeley and back through Stratton. We've got a full tank of gas, some dog treats and we're wearing sunglasses. We're on a mission to prevent thirst. What's that Kona?  Four fried chickens and a coke?  How about this chicken flavored biscuit?
#timeforatumbledown",1,4.7761,Tumbledown Brewing,56,7,1,Photo,03/31/2016 13:17:53
,0,0.3986,Idle Hands Craft Ales,17,0,0,Photo,03/31/2016 13:12:28
Excited to reveal an early look at our new taproom on Commercial Street in Malden. Designed and built by Ironwood and opening this summer.,1,3.7749,Idle Hands Craft Ales,124,22,15,Photo,03/31/2016 13:11:23
"Filling those new #Tarnation cans! 
#Thirsty #MaineLager #CraftBrewedinMaine #LewistonME #BaxterBrewing #OntheLine #Fillemupboys",0,0.1205,Baxter Brewing Co.,15,0,0,Video,03/31/2016 13:01:29
"On Sunday, 4/10, celebrate the promise of warmer weather with the draft and bottle release of Barrel’d Sun. This mixed fermentation saison is the second release in our Barrel’d collab series, brewed with our friends at Florida’s 7venth Sun Brewing. Aged in white wine barrels with lemon and lime zest, this barrel-aged brew captures the vibrancy of its namesake - more details to come!",0,0.3612,Night Shift Brewing,53,2,3,Photo,03/31/2016 13:00:00
"If you receive an email from us about advertising on your car, that is spam.",0,0.0423,Broad Brook Brewing,0,2,0,Status,03/31/2016 12:59:10
,1,3.1798,"Bent Hill Brewery, LLC",54,4,0,Photo,03/31/2016 12:57:01
"Gracious Thoughts - Juniper Berry Chaga Double Black IPA - Dry hopped with Mosaic - 10.1%. Release at the brewery this Saturday. 

Summer Business hours start next week - check out the webpage - benthillbrewery.com",1,2.1382,"Bent Hill Brewery, LLC",19,20,0,Photo,03/31/2016 12:53:03
"Tonight from 5-9 in the OLBC taproom

http://www.craftbeer.com/news/beer-release/outer-light-brewing-announces-pink-boots-orange-hibiscus-gose-release",0,0.4258,Outer Light Brewing Company,15,0,0,Link,03/31/2016 12:49:49
A little shout out for Mayflower Porter from the Men's Journal.  #craftbeer  http://www.mensjournal.com/expert-advice/the-101-best-beers-in-america-20150325/massachusetts-mayflower-porter-w200506,1,2.8106,Mayflower Brewing Company,131,7,43,Link,03/31/2016 12:49:41
"Tapping our barrel-aged Love Thy Neighbor today in the tasting room! We are open 4-7, with music by Tana starting at 5.",0,0.1676,Fort Hill Brewery,7,0,0,Photo,03/31/2016 12:48:49
"We're back today with new beer! Introducing Only on Vinyl, an imperial stout we aged with vanilla beans and bourbon, and Lions & Lambs, a new gruit that's dark in color featuring an enticing blend of herbs. We also have CT Uncommon, Israel Putnam, Bloody Hell and D-Burg IPA. Here 5-8 for growler fills and tastings!",1,1.1489,Black Pond Brews,19,1,5,Photo,03/31/2016 12:46:26
Warm weather and beer... Sounds like a perfect fit. We're open until 7 for all of your beer needs! Check out our website: www.stonefacebrewing.com for our current draft list.#nhbeer,0,0.4543,Stoneface Brewing Co.,27,0,1,Photo,03/31/2016 12:42:29
There's a new sour in town. Clary Saison is the name and pucker is the game. You in? Oh baby!,1,2.6839,Earth Eagle Brewings,122,12,5,Photo,03/31/2016 12:38:15
"Our friends at Proclamation are shedding some light on the dirty, cowardly, not to mention probably illegal behavior that RI breweries are dealing with right now from some of the liquor retailers. Apparently they're upset because we support a few bills being considered by the state which would get RI's laws up to speed with the rest of the world. Cheers to Dave for bringing this into public view. Take 5 minutes and read Proclamation's post. Might want to put some earmuffs on the kids...",1,3.3779,Tilted Barn Brewery,129,5,0,Photo,03/31/2016 12:21:56
Here's a little history and background on our popular Peanut Butter Raincloud porter...,0,0.0497,Foolproof Brewing Company,3,0,0,Link,03/31/2016 12:18:41
Portland Trail Mix release party is tonight! Come try this fruity English pale ale at Oxbow Brewing Company to support Portland Trails and meet the brewers who collaborated to create this delicious beer.,0,0,Rising Tide Brewing Company,0,0,0,Event,03/31/2016 12:15:51
,0,0.471,Ipswich Ale Brewery,22,0,0,Event,03/31/2016 12:10:51
"So what exactly is a California Common? Learn more about this iconic American style and how it inspired Steampipe, our latest release!",0,0.2362,Otter Creek Brewing,98,6,13,Link,03/31/2016 12:10:00
The sun is finally out! It's time to get out there and put some color on our frighteningly white legs. Here are some of many upcoming events in which we will be attending:,0,0.2226,Lord Hobo Brewing Co,15,0,0,Status,03/31/2016 12:03:18
Limited quantities of Triple Bag are still available at the brewery. Make your MOOve and grab this small-batch treat before it heads back out to pasture!,1,0.5933,Long Trail Brewing,374,58,29,Photo,03/31/2016 12:00:02
Thirsty For a pint? The Come Along Inn tonight 7-9pm keep the glass🍻 #supportlocal #drinklocal #drinkwesterlybeer #401craftfamily,0,0.0841,Grey Sail Brewing of Rhode Island,4,0,1,Photo,03/31/2016 11:50:42
,0,0,Lefty's Brewing Company,0,0,0,Link,03/31/2016 11:46:12
"Who is ready for summer!? I know I am! These summer variety packs will be out soon, so until then be sure to try some samples at our upcoming tastings at Sprout RI, Bottles - Fine Wine & Craft Beer, Providence RI and Grapes and Grains! More info on our website #drinklocal #12sheetstothewind",0,0.0205,Newport Storm Beer,3,0,0,Photo,03/31/2016 11:45:08
"Warmer weather is coming! Time to get out there and start training for the MBC Do What's Right Fun Run on May 14th! Run our 5k or 10k, then crush some MBC beer and snacks by Fire and Co. afterwards!",0,0.0669,Maine Beer Company,7,0,6,Link,03/31/2016 11:27:32
"#itsabeautifuldayintheneighborhood!  16 oz cans of Khaos available today at 12.  Also on tap today we have Crowbar, Illusion, Mosaic, Howlet, and Citra.  #nhbeer #gcbeerworks #pursuitofhoppiness #Khaos #springhassprung",1,0.8343,Garrison City Beerworks,16,3,2,Photo,03/31/2016 11:21:09
"It is with open arms that we welcome back The Highroller Lobster Co. to the park today for a 12pm opening. New menu, new truck, whole new season.....catch a roll with your fresh Substance cans today! 6 taps as well. #bissellbrothers",0,0.4974,Bissell Brothers,59,3,10,Photo,03/31/2016 11:20:09
#nhbeer,0,0.1589,Garrison City Beerworks,4,0,0,Event,03/31/2016 11:17:05
"One of our favorite parts about making great, #local #craftbeer is that it allows us to be part of something special - the Cape Cod community. Lindsey's Family Restaurant started serving home cooking in 1948 and has been going strong for almost 70 years. We're proud to say they're #NowPouring Cape Cod Beer Oatmeal Stout. http://ow.ly/ZRSOY",0,0.0935,Cape Cod Beer,11,0,2,Photo,03/31/2016 11:15:49
Who's ready to get next level tonight at COMIX Mohegan Sun with The Hempsteadys? We are!,0,0.1419,Outer Light Brewing Company,3,0,2,Photo,03/31/2016 11:12:42
"We're psyched to be a part of John Connelly's latest adventure taking him through 2 countries, 4 states, 22 streams, and 58 lakes.

Join us at Sea Dog Brewing Company South Portland on April 5th to support this incredible expedition to inspire outdoor desire!",0,0.0073,Shipyard Brewing Company,2,0,0,Link,03/31/2016 11:02:15
"Year 4 DIPA cans cruising off the line right now, ready at noon! Huge flavors of melon, mango, and passionfruit, finished at 8.4%. Taproom-only, no limits, $16/4-pack",1,1.1272,Night Shift Brewing,118,55,8,Photo,03/31/2016 10:48:59
Glad to see our friends in the final four. Vote your favorites!,1,0.5006,Foundation Brewing Company,31,0,0,Link,03/31/2016 10:44:17
"Out with the old, in with the new. Prepping for a new season with some spring cleaning and a little mixing.",0,0.0057,Magic Hat Brewing Company,10,3,2,Photo,03/31/2016 10:38:03
"On Saturday, April 23rd, plant yourself at Two Roads to celebrate our new beer release- Roads Garden, a saison brewed with a variety of edible and aromatic flowers. We'll have food trucks, lawn games, mini farmers market, floral demonstrations and more! For tickets- https://tickets.beerfests.com/event/garden-party5415160",1,1.6584,Two Roads Brewing Company,262,63,66,Photo,03/31/2016 10:27:51
"Enjoy this second video in a series that profiles the incredible staff of The Alchemist. Steve Miller- THANK YOU for bringing such a high level of standards, professionalism and respect to our brewery. Because of your unrelenting leadership and your fine attention to detail, we all get to enjoy a safe, clean and organized brewery.  And here's to Greg Noonan, The Godfather of Vermont beer, who took Steve under his wings so many years ago. Greg- your legacy lives on throughout Vermont and far beyond.",0,0.1148,The Alchemist,51,5,4,Video,03/31/2016 10:18:23
"Looking forward to having the Antilogy Yoga On Tap crew back in here this Sunday. Still a few open spots if you want to join the class. 
www.antilogyyoga.com/",1,0.5629,Iron Duke Brewing,12,8,3,Photo,03/31/2016 10:14:34
"To some change is a scary thing, but believe me... sooner or later its going to happen.  Check out this amazing post from our friends at Proclamation Ale Company as they break down the kind of things we have to deal with as we try to bring RI brewery laws out of the ""Dark ages"". Read and support your local brewery!  We definitely couldn't have said it better. #supportyourbrewery #pushforchange #thirstynevermore",1,2.7119,Ravenous Brewing Company,66,9,5,Link,03/31/2016 10:08:17
